titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
MGM. CASA DE REMATE BANCARIO. GROELANDIA, SANTA FE GUADALUPE N.L.	Residencial Santa Fe, Guadalupe	$ 505,000						210				170		2									1						3														
Casa en Venta en Rafael Ramírez Sector I	Rafael Ramirez Sector II, Guadalupe	$ 1,300,000						188				188		3															4														
Casa en Venta en Riberas del Rio	Riberas Del Rio Sector I, Guadalupe	$ 1,700,000						170				115		2															2														
CasasenVentaenJardines de Andalucía	Jardines de Andalucía, Guadalupe	$ 6,200,000						316				338		4															3														
Casa en Venta en Jose Luis Mora	Jose Luis Mora, Guadalupe	$ 1,600,000						220				320		1									1						3														
CASA EN VENTA EN AZTECA, GUADALUPE, NUEVO LEON REMATE BANCARIO	Residencial Azteca, Guadalupe	$ 809,100	True					175			True	120		4							True		2						4														
Casa LIT, Lisino, Camino Real, Guadalupe, Nuevo León	Camino Real, Guadalupe	$ 1,297,554	True					260		True	True	130		2									1			True		True	3			True						True		True	True		True
GS VENTA DE CASA EL SALTO 3453 RIBERAS DEL RIÓ GUADALUPE NUEVO LEÓN REMATE BANC.	Riberas Del Rio Sector I, Guadalupe	$ 1,112,423						81				81		2									1						3														
CAB Venta Recuperación de Cartera,Priv.de San Miguel,Guadalupe,N.L	Privada San Miguel, Guadalupe	$ 600,800						75				90		1									1						2							3							
CASA EN VENTA FRACCIONAMIENTO LA HACIENDA GUADALUPE	La Hacienda, Guadalupe	$ 2,300,000						183				144		2															5														
CASA EN VENTA COL VICTORIA $2,200,000	La Victoria, Guadalupe	$ 2,200,000						193				153		2									1						5														
Casa en venta Rivera de Guadalupe	Altos San Roque (fomerrey 26), Guadalupe	$ 2,500,000						180				105		3									2						3														
Casa Contry La Silla	Country La Silla Sect 1, Guadalupe	$ 8,000,000										305		4															5														
A2 VENTA DE CASA ATRAVES DE REMATE BANCARIO,RANCHO VIEJO, GUADALUPE NUEVO LEON.	Rancho Viejo Sect 1, Guadalupe	$ 1,438,242						220				160		3	29/11/22								2						4						No								
BONITA CASA EN GPE N.L EXCELENTE OPORTUNIDAD DE INVERSIÓN REMATE BANCARIO	Molino Del Rey, Guadalupe	$ 380,071		True			True	120			True	85		2									1			True			3									True		True			
CasasenVentaenLos Faisanes 2o.Sector	Los Faisanes, Guadalupe	$ 1,890,000						158				88		1															3														
QuintasenVentaenRincón de la Sierra	Rincón de La Sierra, Guadalupe	$ 10,285,000						407				525		9															4														
CASA EN VENTA CONTRY LA ESCONDIDA	Country La Escondida, Guadalupe	$ 16,000,000						906				628		7									3						4														
¡ GRAN OPORTUNIDAD DE VENTA CASA RESIDENCIAL EN LAS VILLAS N L !!	Las Villas, Guadalupe	$ 900,000					True	230			True	230		2					True				3	True		True		True	3						No		True	True			True		
CasasenVentaenRiveras de la Silla (Fomerrey 31)	Riveras de La Silla (fomerrey 31), Guadalupe	$ 950,000						171				105		2															4														
Casa en Venta en REAL DE SAN MIGUEL	Lomas de San Miguel, Guadalupe	$ 1,400,000						150				95		1									1						4														
VENTA EXCELENTE CASA Q PUEDES TENER EN ALMAGUER, GPE, NL	Almaguer, Guadalupe	$ 421,320						70				315		1									1						2														
FRACCIONAMIENTO AZTECA GUADALUPE NUEVO LEON	Residencial Azteca, Guadalupe	$ 2,099,000						90				170		2				2017					2						4														
Casa en Venta en Fuentes de Guadalupe	Fuentes de Guadalupe, Guadalupe	$ 1,850,000						189				90		2															3														
CASA EN VENTA! COL. MOLINO DEL REY, N.L, CERCA DE CERRO DE LA SILLA, REMATE! -LR	Molino Del Rey, Guadalupe	$ 402,936						100	True		True	120		2						True			2			True			3									True					True
CasasenVentaenLibertad	Libertad, Guadalupe	$ 7,500,000						350				320		3															4														
AF CASA EN VENTA LISINO CAMINO REAL GUADALUPE NUEVO LEON EXCELENTE INVERSION	Camino Real, Guadalupe	$ 1,137,734						236			True	128		2			True						1						3							5		True					
VENTA EN CASA EN CONTRY LA SILLA	Country La Silla Sect 1, Guadalupe	$ 18,000,000						1051				708		6									8						4														
CASA EN VENTA MISION DE SANTA FE	Misión Santa Fe, Guadalupe	$ 2,700,000						201				96		2									1						3														
MC CASA EN VENTA EN El Salto Riberas del Río Guadalupe Nuevo Leon	Riberas Del Rio Sector I, Guadalupe	$ 1,110,623						100				70		2									2						2							4							
CASA EN VENTA EN COL. TAMAULIPAS EN GUADALUPE NUEVO LEON	Tamaulipas, Guadalupe	$ 1,490,000						120				196		1									2						2														
Hermosa Casa ADJ., Loma Bonita, Lomas de San Miguel, Guadalupe, Nuevo León	Lomas de San Miguel, Guadalupe	$ 1,305,000	True					105		True	True	93		1.5		True							1	True				True	3			True	True		No			True			True		
Casa en venta Residencial Bello Amanecer, Guadalupe N.L	Bello Amanecer Residencial, Guadalupe	$ 2,270,000						185				112		2									2						3														
Casa en Venta en Colinas del Rey	Colinas Del Rey, Guadalupe	$ 1,700,000						207				102		2									2						3														
Casa en Venta en Los Faisanes Sector el Dorado	Los Faisanes, Guadalupe	$ 1,236,257						130				100		1									1						3														
CASA EN VENTA EN CENTRO GUADALUPE, 67110 GUADALUPE, NUEVO LEON ADJUDICADA	Ciudad Guadalupe Centro, Guadalupe	$ 1,782,000						232				200		3.5			True				True		2						4						No								
CASA DE RECUPERACION BANCARIA Guacamayas Col. Los Faisanes,Guadalupe,N.L	Los Faisanes, Guadalupe	$ 795,300	True					120		True		130		1	01/11/22		True		True		True		1	True				True	3	True					No						True		
MF CASA RECUPERACION BANCARIA LOS SABINOS N.L MONTERREY $321,731	Rincón de los Sabinos, Guadalupe	$ 321,731						76				100		1	03/03/23														2						No								
LINDA CASA EN GUADALUPE NUEVO LEON	México 86, Guadalupe	$ 693,308						190				110		3.5									2						4						No								
CASA EN VENTA CONTRY LA SILLA  4 SECTOR	Country La Silla Sect 1, Guadalupe	$ 8,950,000						438				635		3				1980					3						3														
CASA EN VENTA CONTRY SOL	Country Sol Sect 1, Guadalupe	$ 8,550,000						381				250		4									2						3														
Casa en  Venta en Pedregal de Linda Vista en Guadalupe, N.L.	Ciudad Guadalupe Centro, Guadalupe	$ 1,600,000						112				90		1															3														
Casa en venta Bosques del Rey, Guadalupe N.L	Ciudad Guadalupe Centro, Guadalupe	$ 2,800,000						210				108		3									2						3														
Casa en Venta en Las Águilas	Las Águilas, Guadalupe	$ 13,200,000						800				276		5									3						4														
Casa en venta Dos Ríos, Guadalupe	Riberas de Dos Ríos, Guadalupe	$ 2,450,000						90				181		2				1992					3						4														
Casa en Venta en 21 de Enero	21 de Enero, Guadalupe	$ 1,350,000						87				160		1									1						3														
Casa en Venta en Hacienda San Miguel	Hacienda San Miguel, Guadalupe	$ 1,590,000						190				90		2															3														
CASA EN VENTA EN EL PEÑON, GUADALUPE, NUEVO LEON REMATE BANCARIO	El Peñón, Guadalupe	$ 1,280,000	True	True				150				90		4			True				True		2						4						No								
Casa en Venta en Jardines de Andalucia	Jardines de Andalucía, Guadalupe	$ 1,820,000						157				105		2									1						3														
EMB WO CASA EN VENTA EN EL FRACC. DOS RIOS XI SECTOR, GUADALUPE, LEÓN	2 Ríos, Guadalupe	$ 1,479,600						75			True	115		1.5		True	True				True		1	True					2						No								
VANTA DE CASA EN DOS RIOS GUADALUPE	Jardines Del Rio, Guadalupe	$ 1,390,000						213				140		3									2						3						No								
Casa ADJ ,Olivo , Valles de La Silla, Guadalupe, Nuevo León	Valles de La Silla, Guadalupe	$ 493,000	True					91		True	True	120		1.5					True				1	True				True	3			True			No			True			True		
Casa en Venta en Ignacio Zaragoza	Ignacio Zaragoza, Guadalupe	$ 1,950,000						320				160		2									3						4														
Casa en Venta en Cortijo la Silla	Cortijo La Silla, Guadalupe	$ 1,950,000						158				113		2									2						3														
Casa nueva en Venta en 7 Colinas en Guadalupe	Las Colinas, Guadalupe	$ 3,750,000				True	True	220		True		140		2	25/01/23	True	True		True	True	True		2			True		True	3				True		No						True		
VENTA CASA CALLE POLONIA MEXICO 86 GUADALUPE NUEVO LEON	México 86, Guadalupe	$ 612,728						200				120		2	15/08/22								1						3														
CASA EN REAL DE SAN MIGUEL GUADALUPE NUEVO LEÓN	Real de Minas, Guadalupe	$ 1,062,200						170				190		3									2						3														
Casa en Venta en Dos Rios Sect XI	Riberas de Dos Ríos, Guadalupe	$ 1,150,000						97				90		1									2						2														
Casa en Venta en Portales de la Silla	Portales de La Silla, Guadalupe	$ 1,750,000						206				96		2									2						3														
Casa en Venta en La Fuente	La Fuente, Guadalupe	$ 1,790,000						120				120		1									1						2														
Casa en Venta en Privadas de Linda Vista	Privadas de Lindavista, Guadalupe	$ 1,207,870						100				120		1									1						2														
Casa en Venta en Residencial las Quintas	Residencial las Quintas, Guadalupe	$ 1,850,000						127				188		1															4														
CASA RECUPERACION BANCARIA EN Hacienda san Marcos  Col. Misión del Valle, Guadal	Misión Del Valle, Guadalupe	$ 576,701	True					120		True		90		1	01/11/22	True	True				True		1	True				True	2						No						True		
EDV ¡¡¡EXCELENTE OPORTUNIDAD DE INVERSIÓN¡¡¡	Lomas de San Miguel, Guadalupe	$ 703,800						80				90		1															2						No								
CasasenVentaenLindavista	Lindavista, Guadalupe	$ 5,300,000						290				150		3															4														
Casa Venta Colonia Bello Amanecer Residencial Guadalupe	Bello Amanecer Residencial, Guadalupe	$ 1,500,000						90				112		1															3														
CASA EN LOMAS DE SAN MIGUEL REMATE BANCARIO NO SE ACEPTAN CRÉDITOS	Lomas de San Miguel, Guadalupe	$ 480,320						90				120		2									1						3							5							
Casa Bosques del Contry	Bosques Del Country A, Guadalupe	$ 6,500,000						600				600		3															5														
CASA EN VENTA BOSQUES DE LA PASTORA	Bosques de La Pastora, Guadalupe	$ 5,000,000						222				140		3									2						3														
CASA EN VENTA EN COL. VALLE HERMOSO 1 SECTOR GUADALUPE N.L.	Valle Hermoso Sect 1, Guadalupe	$ 1,500,000						235				160		4									2						8														
Casa en venta en Lantana Residencial en Guadalupe	Valles de Guadalupe, Guadalupe	$ 3,400,000						180				118		3									2						3						No								
CASA EN GUADALUPE, NUEVO LEÓN	Arboledas Nueva Lindavista, Guadalupe	$ 710,000	True	True			True	220	True	True	True	120		2		True	True		True	True	True	True	2	True		True		True	3	True					No			True		True			
Casa en Venta en Villa de San Miguel	Villa de San Miguel, Guadalupe	$ 1,950,000						196				120		2									1						2														
CASA EN VENTA CONTRY SOL	Country Sol Sect 1, Guadalupe	$ 12,000,000						450				325		3									2						3														
CASA EN VENTA EN COLONIAL SAN MIGUEL, GUADALUPE, NUEVO LEÓN	Coloniales San Miguel Sect 1, Guadalupe	$ 1,280,000						129				90		1															2														
Casa - Villa de San Miguel	Villa de San Miguel, Guadalupe	$ 947,500						150						1															3														
Casa en Fracc. Torres de San Miguel, Guadalajara, Jalisco. **Remate Bancario**.	Torres de San Miguel, Guadalupe	$ 1,534,682						180				100		3															3														
"ma)MP-CASA VENTA REMATE BANCARIO  NO CREDITOSAzteca	Guadalupe	NUEVO LEON"	Ciudad Azteca, Guadalupe	$ 741,000						170				100		3									2						4						No								
CASA EN MOLINO DEL REY	Molino Del Rey, Guadalupe	$ 645,278					True			True				2									2					True	3							5		True					True
CASA EN LOS SAUCES	Los Sauces, Guadalupe	$ 981,033												1															2							3		True					True
"MP-CASA VENTA REMATE BANCARIO MOLINO DEL REY GUADALUPE	NUEVO LEON"	Molino Del Rey, Guadalupe	$ 387,933						140				140		2									2						3														
Casa en Venta en Country la Escondida	Country La Escondida, Guadalupe	$ 24,500,000						1000				900		5									3						3														
Casa en Venta en Pedregal de Guadalupe	Pedregal de Guadalupe, Guadalupe	$ 1,550,000						160				96		3									2						3														
REMATO-Casa - Praderas de Guadalupe	Praderas de Guadalupe, Guadalupe	$ 775,570						100				100		1															3														
QuintasenVentaenNuevo San Sebastián	Nuevo San Sebastián, Guadalupe	$ 5,000,000						140				1650		1																													
CasasenVentaenCiudad Guadalupe Centro	Ciudad Guadalupe Centro, Guadalupe	$ 4,150,000						230				410		2															3														
Privada San Carlos, calle Camargo #2035	Privada San Carlos, Guadalupe	$ 2,250,000						168				112		2									2						3														
CASA EN VENTA en la HACIENDA GUADALUPE	La Hacienda, Guadalupe	$ 3,980,000						226				216		3															3														
CASA EN VENTA EN GUADALUPE, NUEVO LEON	Real de San Miguel Sector I, Guadalupe	$ 1,062,200						224				112		1.5									2						3														
Casa Lit Málaga , Molino del Rey,  Guadalupe, Nuevo León.	Molino Del Rey, Guadalupe	$ 460,071	True				True	140			True	110	True	2		True							1	True		True		True	3			True	True					True		True	True		True
Casa Lit Jerez ,Molino del Rey,  Guadalupe, Nuevo León	Molino Del Rey, Guadalupe	$ 690,624	True				True	110		True	True	200	True	3		True				True			1	True		True		True	3	True		True	True					True		True	True		True
CASA EN MOLINOS DEL REY NO SE ACEPTAN CRÉDITOS REMATE BANCARIO	Molino Del Rey, Guadalupe	$ 402,933						140				140		2									1						3							5							
Casa Lit.,Hacienda La Loma,Rincón de La Hacienda 1er Sector,Guadalupe,Nuevo León	Rincón de La Hacienda, Guadalupe	$ 735,691	True					200		True	True	110		2		True			True				1	True		True		True	3			True	True		No			True			True		
GS2 CASA EN FONTANELL, RIVIERA GUADALUPE, GUADALUPE , NUEVO LEÓN	Rincón de Guadalupe, Guadalupe	$ 1,000,000						60				60		1									1						2						No								
CasasenVentaenArboledas Nueva Lindavista	Arboledas Nueva Lindavista, Guadalupe	$ 4,500,000						260				220		3															3														
CASA DE RECUPERACION BANCARIA CAÑON DE LAS FLORES Col. CAÑON DE LA SILLA , GUADA	Cañón de La Silla, Guadalupe	$ 1,396,800	True					190		True		230		2	01/11/22	True	True		True		True		2	True		True		True	3	True		True			No						True		
CAB Casa en Venta Recuperación de Cartera,Mexico 86, Guadalupe, N.L	México 86, Guadalupe	$ 612,728						190				110		4									2						4														
CAB Casa en Venta Recuperación de Cartera,Molino del Rey,Guadalupe,N.L	Molino Del Rey, Guadalupe	$ 570,624						140				161		2									2						4						No								
Casa Lit.,    La Milpa, Portales de La Silla,Guadalupe, Nuevo León	Portales de La Silla, Guadalupe	$ 956,027	True					120		True	True	100		2		True							1	True		True		True	3			True	True		No			True		True	True		True
Casa en venta en Contry La Silla	Country La Silla Sect 1, Guadalupe	$ 18,000,000						855				400		4				2010					3						3														
Casa en Venta Vista Sol, Guadalupe, N.L.	Vista Sol, Guadalupe	$ 2,900,000						160				105		1									1						2														
Casa en Venta en Guadalupe, N.L.	Raul Caballero, Guadalupe	$ 2,500,000						157				161		2				2002					1						2														
CASA EN VENTA CONTRY LA SILLA GUADALUPE	Country La Silla Sect 1, Guadalupe	$ 8,900,000						420				315		5															6														
CasasenVentaenRincón de la Sierra	Rincón de La Sierra, Guadalupe	$ 10,285,000						407				525		9															4														
CASA EN VENTA  LAS AGUILAS GUADALUPE	Las Águilas, Guadalupe	$ 17,500,000						1000				390		7									3						4														
Casa LIT., Torre de San Miguel, Torres de San Miguel, Guadalupe, Nuevo León	Torres de San Miguel, Guadalupe	$ 1,672,150	True					180		True		110	True	1.5									1					True	3			True			No			True			True		
VENTA DE CASA EN GUADALUPE NUEVO LEON	Arboledas Nueva Lindavista, Guadalupe	$ 710,000		True	True		True	220				120		2	28/03/23	True	True				True		2	True				True	3						No			True					True
Casa en Venta, Guadalupe, Nuevo León	Los Lermas, Guadalupe	$ 2,980,000						172				120		3									2						3														
